iter	Logloss
390	0.001086862943
391	0.001086862943
392	0.001086862943
393	0.001086862943
394	0.001086862943
395	0.001086862943
396	0.001086862943
397	0.001086862943
398	0.001086862943
399	0.001086862943
400	0.001086862943
401	0.001086862943
402	0.001086862943
403	0.001086862943
404	0.001086862943
405	0.001086862943
406	0.001086862943
407	0.001086862943
408	0.001086862943
409	0.001086862943
410	0.001086862943
411	0.001086862943
412	0.001086862943
413	0.001086862943
414	0.001086862943
415	0.001086862943
416	0.001086862943
417	0.001086862943
418	0.001086862943
419	0.001086862943
420	0.001086862943
421	0.001086862943
422	0.001086862943
423	0.001086862943
424	0.001086862943
425	0.001086862943
426	0.001086862943
427	0.001086862943
428	0.001086862943
429	0.001086862943
430	0.001086862943
431	0.001086862943
432	0.001086862943
433	0.001086862943
434	0.001086862943
435	0.001086862943
436	0.001086862943
437	0.001086862943
438	0.001086862943
439	0.001086862943
440	0.001086862943
441	0.001086862943
442	0.001086862943
443	0.001086862943
444	0.001086862943
445	0.001086862943
446	0.001086862943
447	0.001086862943
448	0.001086862943
449	0.001086862943
450	0.001086862943
451	0.001086862943
452	0.001086862943
453	0.001086862943
454	0.001086862943
455	0.001086862943
456	0.001086862943
457	0.001086862943
458	0.001086862943
459	0.001086862943
460	0.001086862943
461	0.001086862943
462	0.001086862943
463	0.001086862943
464	0.001086862943
465	0.001086862943
466	0.001086862943
467	0.001086862943
468	0.001086862943
469	0.001086862943
470	0.001086862943
471	0.001086862943
472	0.001086862943
473	0.001086862943
474	0.001086862943
475	0.001086862943
476	0.001086862943
477	0.001086862943
478	0.001086862943
479	0.001086862943
480	0.001086862943
481	0.001086862943
482	0.001086862943
483	0.001086862943
484	0.001086862943
485	0.001086862943
486	0.001086862943
487	0.001086862943
488	0.001086862943
489	0.001086862943
490	0.001086862943
491	0.001086862943
492	0.001086862943
493	0.001086862943
494	0.001086862943
495	0.001086862943
496	0.001086862943
497	0.001086862943
498	0.001086862943
499	0.001086862943
